,div_l,div_m,div_s,div_n
80124,커피차,분말차,커피,아메리카노
80127,과자,껌류,풍선껌,풍선껌
80128,과자,껌류,풍선껌,풍선껌
80129,과자,껌류,풍선껌,풍선껌
80130,주류,맥주,수입맥주,수입맥주
80131,주류,기타주류,보드카,보드카
80132,주류,와인,화이트와인,화이트와인
80133,주류,와인,레드와인,레드와인
80134,주류,와인,레드와인,레드와인
80135,주류,와인,스파클링와인,스파클링와인
80136,과자,껌류,풍선껌,풍선껌
80137,상온HMR,분말조리식,분말카레짜장,분말카레짜장
80142,과자,견과류,아몬드,아몬드
80143,과자,빵,일반빵,일반빵
80144,면류,용기면,국물용기라면,일반라면
80145,주류,와인,레드와인,레드와인
80154,주류,맥주,국내맥주,국내맥주
80160,음료,과채음료,과일음료,과일음료
80162,과자,캔디,젤리,젤리
80164,음료,탄산음료,콜라,콜라
80165,주류,소주,증류식소주,증류식소주
80168,음료,과채음료,과일음료,과일음료
80170,통조림/안주,안주,견과류,땅콩
80172,상온HMR,레토르트,즉석국/찌개,즉석컵밥
80175,주류,와인,레드와인,레드와인
80176,주류,와인,레드와인,레드와인
80177,상온HMR,레토르트,즉석밥,즉석밥
80178,상온HMR,레토르트,즉석밥,즉석밥
80179,음료,탄산음료,사이다,사이다
80180,상온HMR,레토르트,즉석죽,즉석죽
80181,과자,스낵,감자스낵,감자스낵
80182,과자,비스킷,스틱과자,스틱과자
80183,유제품,요구르트,마시는 요구르트,마시는 요구르트
80184,유제품,우유,가공우유,딸기우유
80185,유제품,우유,가공우유,초코우유
80186,유제품,우유,일반우유,일반우유
80187,유제품,우유,가공우유,딸기우유
80188,유제품,우유,가공우유,초코우유
80189,유제품,우유,가공우유,커피우유
80190,음료,과채음료,과일음료,과일음료
80191,음료,커피음료,커피음료,커피음료
80192,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
80193,과자,비스킷,쿠키,쿠키
80194,과자,비스킷,스틱과자,스틱과자
80195,유제품,우유,가공우유,기타우유
80196,통조림/안주,통조림,가미통조림,옥수수/반찬통조림
80205,유제품,우유,가공우유,커피우유
80206,유제품,우유,가공우유,커피우유
80241,주류,와인,스파클링와인,스파클링와인
80242,주류,소주,증류식소주,증류식소주
80243,주류,소주,증류식소주,증류식소주
80244,주류,기타주류,보드카,보드카
80245,주류,맥주,국내맥주,국내맥주
80246,주류,맥주,수입맥주,수입맥주
80247,주류,맥주,수입맥주,수입맥주
80248,주류,전통주,사케,사케
80253,커피차,분말차,둥굴레차,둥굴레차
80254,커피차,분말차,커피,아메리카노
80256,통조림/안주,통조림,가미통조림,스팸/햄통조림
80257,통조림/안주,통조림,과일통조림,기타통조림
80258,통조림/안주,통조림,과일통조림,복숭아통조림
80259,통조림/안주,안주,견과류,혼합견과
80260,통조림/안주,통조림,보일드통조림,채소통조림
80261,통조림/안주,통조림,보일드통조림,기타축산통조림
80262,커피차,분말차,보리차,보리차
80263,과자,비스킷,샌드,샌드
80264,과자,비스킷,쿠키,쿠키
80266,주류,전통주,청주,청주
85002,상온HMR,가공분말류,기타프리믹스,기타프리믹스
85005,상온HMR,가공분말류,기타프리믹스,기타프리믹스
85006,상온HMR,가공분말류,기타프리믹스,기타프리믹스
85007,상온HMR,레토르트,기타레토르트,기타레토르트
85008,상온HMR,레토르트,기타레토르트,기타레토르트
85009,상온HMR,레토르트,즉석카레짜장,즉석카레짜장
85010,상온HMR,레토르트,기타레토르트,기타레토르트
85011,상온HMR,레토르트,기타레토르트,기타레토르트
85012,상온HMR,가공분말류,기타프리믹스,기타프리믹스
85014,과자,비스킷,쿠키,쿠키
85015,과자,비스킷,쿠키,쿠키
85016,상온HMR,레토르트,기타레토르트,기타레토르트
85017,상온HMR,레토르트,기타레토르트,기타레토르트
85018,상온HMR,레토르트,기타레토르트,기타레토르트
85020,주류,전통주,고량주,고량주
85021,주류,와인,화이트와인,화이트와인
85022,주류,전통주,사케,사케
85023,주류,전통주,과실주,과실주
85024,주류,소주,증류식소주,증류식소주
85025,주류,와인,화이트와인,화이트와인
85026,주류,전통주,고량주,고량주
85027,음료,과채음료,어린이음료,어린이음료
85028,주류,와인,화이트와인,화이트와인
85029,상온HMR,가공분말류,기타프리믹스,기타프리믹스
85030,주류,와인,레드와인,레드와인
85031,음료,생수,일반생수,일반생수
85034,주류,맥주,수입맥주,수입맥주
85035,주류,전통주,막걸리,막걸리
85037,주류,소주,증류식소주,증류식소주
85041,주류,맥주,수입맥주,수입맥주
85042,주류,맥주,수입맥주,수입맥주
85044,주류,맥주,무알콜맥주,무알콜맥주
85045,주류,기타주류,칵테일,칵테일
85046,주류,기타주류,칵테일,칵테일
85047,주류,기타주류,칵테일,칵테일
85049,주류,기타주류,칵테일,칵테일
85050,주류,맥주,수입맥주,수입맥주
85051,주류,맥주,수입맥주,수입맥주
85052,주류,기타주류,칵테일,칵테일
85053,주류,기타주류,칵테일,칵테일
85054,주류,기타주류,진,진
85055,주류,맥주,무알콜맥주,무알콜맥주
85056,주류,맥주,수입맥주,수입맥주
85057,주류,맥주,수입맥주,수입맥주
85058,주류,맥주,수입맥주,수입맥주
85059,주류,맥주,수입맥주,수입맥주
85060,주류,기타주류,칵테일,칵테일
90001,음료,전통주,기타전통주,기타전통주
90002,음료,기능성음료,스포츠음료,스포츠음료
90003,음료,과채음료,과일음료,과일음료
90004,음료,과채음료,과일음료,과일음료
90005,음료,탄산음료,혼합탄산,혼합탄산
90006,음료,차음료,전통차음료,전통차음료
90007,음료,과채음료,과일음료,과일음료
90008,음료,과채음료,과일음료,과일음료
90009,음료,커피음료,커피음료,커피음료
90010,음료,탄산음료,혼합탄산,혼합탄산
90011,음료,기능성음료,스포츠음료,스포츠음료
90012,음료,탄산음료,혼합탄산,혼합탄산
90013,음료,탄산음료,혼합탄산,혼합탄산
90014,음료,탄산음료,혼합탄산,혼합탄산
90015,음료,기능성음료,스포츠음료,스포츠음료
90016,음료,커피음료,커피음료,커피음료
90017,음료,기능성음료,비타민/에너지음료,비타민/에너지음료
90018,음료,탄산수,Flavor탄산수,Flavor탄산수
90019,음료,차음료,전통차음료,전통차음료
90020,음료,커피음료,커피음료,커피음료
90021,음료,탄산음료,혼합탄산,혼합탄산
90022,음료,커피음료,커피음료,커피음료
90023,음료,과채음료,과일음료,과일음료
90024,음료,기능성음료,비타민/에너지음료,비타민/에너지음료
90025,음료,차음료,일반차음료,일반차음료
90026,음료,과채음료,과일음료,과일음료
90027,음료,과채음료,채소음료,채소음료
90028,주류,기타주류,칵테일,칵테일
90029,음료,탄산수,Flavor탄산수,Flavor탄산수
90030,음료,과채음료,과일음료,과일음료
90031,음료,과채음료,과일음료,과일음료
90032,음료,기능성음료,비타민/에너지음료,비타민/에너지음료
90033,주류,전통주,청주,청주
90034,주류,맥주,국내맥주,국내맥주
90035,음료,과채음료,과일음료,과일음료
90036,유제품,우유,가공우유,커피우유
90037,유제품,요구르트,마시는 요구르트,마시는 요구르트
90038,유제품,우유,가공우유,바나나우유
90039,유제품,우유,가공우유,초코우유
90040,음료,과채음료,과일음료,과일음료
90041,음료,탄산음료,혼합탄산,혼합탄산
90042,음료,생수,일반생수,일반생수
90043,음료,커피음료,커피음료,커피음료
90044,음료,커피음료,커피음료,커피음료
90045,과자,과채음료,과일음료,과일음료
90046,음료,커피음료,커피음료,커피음료
90047,음료,기능성음료,비타민/에너지음료,비타민/에너지음료
90048,과자,과채음료,과일음료,과일음료
90049,과자,과채음료,과일음료,과일음료
90050,음료,과채음료,어린이음료,어린이음료
90051,음료,커피음료,커피음료,커피음료
90052,주류,맥주,국내맥주,국내맥주
90053,주류,맥주,국내맥주,국내맥주
90054,주류,소주,증류식소주,증류식소주
90055,음료,기능성음료,기타,기타
90056,주류,맥주,국내맥주,국내맥주
90057,음료,커피음료,커피음료,커피음료
90058,음료,탄산음료,혼합탄산,혼합탄산
90059,음료,기능성음료,스포츠음료,스포츠음료
90061,음료,과채음료,채소음료,채소음료
90062,음료,차음료,일반차음료,일반차음료
90064,음료,기능성음료,스포츠음료,스포츠음료
90065,음료,과채음료,과일음료,과일음료
90066,과자,비스킷,쿠키,쿠키
90067,과자,파이류,파이,파이
90068,과자,스낵,밀가루스낵,밀가루스낵
90069,과자,캔디,하드캔디,하드캔디
90071,과자,스낵,옥수수스낵,옥수수스낵
90072,과자,스낵,밀가루스낵,밀가루스낵
90073,과자,스낵,고구마스낵,고구마스낵
90074,과자,스낵,밀가루스낵,밀가루스낵
90075,과자,스낵,감자스낵,감자스낵
90076,과자,스낵,밀가루스낵,밀가루스낵
90077,과자,스낵,쌀스낵,쌀스낵
90078,과자,스낵,쌀스낵,쌀스낵
90081,과자,껌류,일반껌,일반껌
90082,과자,껌류,일반껌,일반껌
90083,과자,껌류,일반껌,일반껌
90084,과자,껌류,일반껌,일반껌
90085,과자,껌류,일반껌,일반껌
90086,면류,용기면,국물용기라면,일반라면
90087,면류,용기면,국물용기라면,일반라면
90088,면류,용기면,국물용기라면,일반라면
90089,과자,스낵,밀가루스낵,밀가루스낵
90090,과자,비스킷,스틱과자,스틱과자
90092,과자,비스킷,샌드,샌드
90093,과자,비스킷,크래커,크래커
90094,과자,비스킷,샌드,샌드
90095,과자,비스킷,크래커,크래커
90096,음료,과채음료,과일음료,과일음료
90097,음료,과채음료,과일음료,과일음료
90098,음료,과채음료,과일음료,과일음료
90099,음료,과채음료,과일음료,과일음료
90100,음료,과채음료,과일음료,과일음료
90101,주류,맥주,국내맥주,국내맥주
90102,주류,맥주,국내맥주,국내맥주
90103,주류,맥주,수입맥주,수입맥주
90104,주류,맥주,수입맥주,수입맥주
90105,주류,맥주,수입맥주,수입맥주
90106,음료,과채음료,과일음료,과일음료
90107,음료,과채음료,어린이음료,어린이음료
90108,음료,과채음료,어린이음료,어린이음료
90109,음료,과채음료,어린이음료,어린이음료
90110,음료,과채음료,어린이음료,어린이음료
90111,음료,생수,일반생수,어린이음료
90112,음료,과채음료,과일음료,과일음료
90113,음료,차음료,전통차음료,전통차음료
90114,음료,차음료,전통차음료,전통차음료
90115,음료,커피음료,커피음료,커피음료
90116,음료,커피음료,커피음료,커피음료
90117,음료,커피음료,커피음료,커피음료
90118,음료,기능성음료,비타민/에너지음료,비타민/에너지음료
90119,음료,탄산음료,사이다,사이다
90120,음료,커피음료,커피음료,커피음료
90123,과자,스낵,감자스낵,감자스낵
90124,과자,스낵,옥수수스낵,옥수수스낵
90125,과자,스낵,밀가루스낵,밀가루스낵
90128,면류,용기면,국물용기라면,일반라면
90129,상온HMR,분말조리식,분말누룽지,즉석누룽지
90130,면류,용기면,국물용기라면,짬뽕라면
90131,면류,봉지면,비빔봉지라면,짜장라면
90132,면류,봉지면,비빔봉지라면,비빔면
90133,면류,봉지면,국물봉지라면,일반라면
90134,면류,봉지면,비빔봉지라면,파스타
90135,면류,봉지면,국물봉지라면,일반라면
90136,면류,용기면,국물용기라면,짬뽕라면
90137,면류,봉지면,국물봉지라면,일반라면
90138,면류,봉지면,비빔봉지라면,일반라면
90139,면류,봉지면,비빔봉지라면,파스타
90140,면류,봉지면,비빔봉지라면,파스타
90141,면류,봉지면,국물봉지라면,김치라면
90142,면류,봉지면,국물봉지라면,일반라면
90143,면류,봉지면,국물봉지라면,일반라면
90144,면류,봉지면,국물봉지라면,우동라면
90145,과자,스낵,옥수수스낵,옥수수스낵
90146,과자,캔디,젤리,젤리
90147,통조림/안주,안주,수산물/건해산,쥐포/어포/육포
90148,과자,캔디,소프트캔디,소프트캔디
90153,커피차,분말차,전통차,쌍화차
90154,커피차,분말차,전통차,한차
90158,주류,전통주,청주,청주
90162,상온HMR,분말조리식,분말국/찌개,분말국/찌개
90164,커피차,분말차,커피,인스턴트커피
90165,통조림/안주,안주,수산물/건해산,쥐포/어포/육포
90166,과자,캔디,소프트캔디,소프트캔디
90167,과자,캔디,소프트캔디,소프트캔디
90168,과자,견과류,피스타치오,피스타치오
90171,유제품,버터,마가린,마가린
90172,커피차,분말차,잎차,뽕잎차
90178,주류,와인,레드와인,레드와인
90184,과자,마른안주,어포류,어포류
90186,과자,전통과자,기타전통과자,기타전통과자
90187,과자,스낵,옥수수스낵,옥수수스낵
90192,커피차,분말차,녹차/현미녹차,녹차/현미녹차
90193,과자,스낵,쌀스낵,전통과자?
90196,주류,맥주,국내맥주,국내맥주
90197,주류,소주,증류식소주,증류식소주
90198,과자,견과류,땅콩,땅콩
90199,과자,캔디,젤리,젤리
90200,상온HMR,건면,쌈/또띠아,월남쌈
